id,herbal_id,senyawa_marker,golongan,nama_senyawa_3d,rumus_molekul,berat_molekul,link_jsmol,catatan_jsmol
641,641,Vitamin C,Ascorbic acid,Ascorbic Acid,C6H8O6,176.1 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=ascorbic+acid,Arbei hutan ceri liar sariawan gusi kolagen usus lambung darah merah anemia hb mata retina awet muda.
642,642,Anthocyanin,Flavonoid,Cyanidin,C15H11O6+,287.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=cyanidin,Cantigi kawah gunung pucuk merah diare mampet sendi linu otot lelah asidosis laktat kuli sariawan.
643,643,Punicalagin,Ellagitannin,Punicalagin,C48H28O30,1084.7 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=punicalagin,Delima putih kulit keputihan jamur candida leukore vagina rahim bersih disentri amuba usus lilit kram.
644,644,Myricetin,Flavonol,Myricetin,C15H10O8,318.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=myricetin,Jambu mawar jantung debar cemas panik takikardi aritmia ssp diabetes gula darah pankreas batuk sirup BIJI RACUN.
645,645,Crescentin,Iridoid,Crescentin,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=iridoid,Berenuk buah keras darah tinggi turun asma bronkus dahak MENTAH BANYAK RACUN DIARE MATI rebus matang aman.
646,646,Latex (Polyisoprene),Polymer,Isoprene,C5H8,68.12 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=isoprene,Benda getah tebal bisul nanah abses tarik kotoran luka borok analgesik lokal luar usus buntu gumpal dilarang minum.
647,647,Tannin,Polyphenol,Tannin,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=tannin,Pulasan rambutan tumpul diare usus mampet cacing mati energi glikolisis otot kuli diabetes daun biji gula turun.
648,648,Cadambine,Indole Alkaloid,Cadambine,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=alkaloid,Jabon kayu empuk demam anak malaria plasmodium sariawan gusi usus diare mencret liver empedu cuci.
649,649,Gmelinol,Lignan,Gmelinol,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=lignan,Jati putih darah kotor limfatik jerawat kista batu ginjal urat udem kaki bengkak air luruh sendi linu.
650,650,Schimasaponin,Saponin,Saponin,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=saponin,Puspa daun pucuk merah ros radikal bebas uv kulit keriput pewarna kain demam usus diare jamur kadas panu anti tumor luar.
651,651,Caffeine,Xanthine Alkaloid,Caffeine,C8H10N4O2,194.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=caffeine,Kopi robusta tinggi kafein 3% kerja malam jantung pompa asma bronkodilator lemak bakar gym AWAS JANTUNG DEBAR GERD MAAG INSOMNIA.
652,652,Saponin / Water,Glycoside,Saponin,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=saponin,Rotan air batang malaria dbd trombosit limpa ginjal hidrasi survival hutan panas tinggi demam turun bening.
653,653,Silica / Potassium,Mineral,Silica,SiO2,60.08 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=silica,Bambu kuning liver hepatitis sirosis ikterus mata empedu batu luruh ginjal cuci urin udem GETAH MENTAH GATAL SIANIDA REBUS AMAN.
654,654,Silica,Mineral,Silica,SiO2,60.08 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=silica,Bambu betung air ruas asma sesak batuk rejan paru kotor perokok bersih tulang kalsium urat luruh ginjal air alam jernih.
655,655,Isoorientin,Flavone,Isoorientin,C21H20O11,448.4 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=isoorientin,Bambu hitam asam urat gout kristal sendi kaki linu hancur xantin oksidase hambat diuretik urin basa alkali darah awas dehidrasi.
656,656,Cycasin,Azoxyglycoside,Cycasin,C8H16N2O7,252.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=cycasin,Pakis haji SANGAT BERACUN MATI KANKER HATI ALS PARKINSON DEMENSIA kusta dukun purba DILARANG MEDIS ORAL jika tanpa pengolahan air mengalir bulan.
657,657,Purine / Protein,Purine,Purine,C4H4N4,120.1 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=purine,Melinjo hutan liar energi otot kuli gizi AWAS ASAM URAT GOUT LINU BENGKAK KAKI ginjal kristal bagi penderita urat.
658,658,Pectin,Polysaccharide,Pectin,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=pectin,Kaktus centong ambeien wasir bengkak vena rektum kempes panas dalam sariawan borok lambung maag perih antasida alam diet.
659,659,Eugenol,Phenylpropene,Eugenol,C10H12O2,164.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=eugenol,Miana merah iler batuk anak dahak asma paru demam pori ambeien wasir rektum kempes usus cacing ascaris bisul nanah luar.
660,660,Calcium Oxalate Raphides,Crystal,Calcium Oxalate,CaC2O4,128.1 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=calcium+oxalate,Janda bolong hiasan voc udara bersih BERACUN BENGKAK ASFIKSIA TERCEKIK MATI LIUR jika hewan anak kunyah daun NON ORAL.
661,661,Calcium Oxalate Raphides,Crystal,Calcium Oxalate,CaC2O4,128.1 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=calcium+oxalate,Sri rejeki aglaonema hiasan co2 polusi asap rokok BERACUN LEPUH BIBIR TENGGOROKAN BENGKAK jika hewan anak kunyah daun NON ORAL.
662,662,Calcium Oxalate Raphides,Crystal,Calcium Oxalate,CaC2O4,128.1 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=calcium+oxalate,Gelombang cinta anthurium hiasan oksigenasi BERACUN BENGKAK NAPAS SESAK DISFAGIA jika termakan getah daun NON ORAL.
663,663,Isoquercitrin,Flavonol glycoside,Isoquercitrin,C21H20O12,464.4 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=isoquercitrin,Suplir pakis sirup eropa kuno batuk rejan asma dahak bronkus faring tenggorokan serak flu demam pori diuretik ginjal.
664,664,Rutin,Flavonoid glycoside,Rutin,C27H30O16,610.5 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=rutin,Kadaka sarang burung asplenium ginjal cuci urin batu urat sariawan panas dalam limfatik kelenjar bengkak aliran empedu hati.
665,665,Triterpenoid Saponin,Saponin,Saponin,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=saponin,Tanduk rusa paku epifit panas dahi kompres anak rambut folikel botak uban sendi radang bisul abses luar epitel.
666,666,Euphorbol,Diterpene,Euphorbol,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=euphorbol,Kastuba poinsettia emetik muntah racun dukun purba haid buntu abortus gatal kutil kulit mati BERACUN IRITASI MATA BUTA LAMBUNG LEPUH DILARANG ORAL HANYA HIASAN.
667,667,Cardiac Glycosides,Glycoside,Ouabain,C29H44O12,584.7 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=ouabain,Kamboja jepang adenium SANGAT BERACUN MATI JANTUNG HENTI KOMA getah daun batang akar panah racun afrika DILARANG KERAS MEDIS NON ORAL HIASAN SAJA.
668,668,Schizophyllan,Beta-glucan,Schizophyllan,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=glucan,Jamur grigit kayu mati makrofag sel T NK natural killer kanker tumor kemoterapi paru tbc infeksi protein asites serviks aman matang.
669,669,Sclerodermin,Pigment Toxin,Sclerodermin,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=pigment,Jamur so BERACUN MUAL MUNTAH DIARE KRAM USUS DEHIDRASI mirip truffle mahal tapi racun tanah DILARANG MAKAN.
670,670,Ergosterol,Sterol,Ergosterol,C28H44O,396.7 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=ergosterol,Jamur bulan purnama lezat ayam protein asam amino gizi otot balita vitamin d kalsium tulang osteoporosis atp energi sel ayam matang aman.
671,671,Santalin,Pigment,Santalin,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=pigment,Kayu cendana merah india jerawat nanah komedo sebum minyak bersih luka borok hemostatik eksim psoriasis teh ginjal hepar aman masker wajah cerah.
672,672,Triterpenoid Saponin,Saponin,Saponin,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=saponin,Kayu eboni makassar diabetes kencing manis alfa glukosidase hambat usus lambat pankreas glukosa insulin ldl kolesterol jantung aman awas gula drop.
673,673,Eusiderin,Lignan,Eusiderin,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=lignan,Kayu besi ulin melanosit rambut uban hitam folikel akar botak kuat rontok henti kutu minyak abu rambut luar tahan laut jamur rayap aman luar awas minum neuro.
674,674,Tannin / Proanthocyanidin,Polyphenol,Procyanidin,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=procyanidin,Kayu merbau jati borneo disentri amuba darah usus radang borok diare mampet kram kolon hemostatik luka potong robek darah beku kusta bakteri aman kulit luar teh.
675,675,Silica / Potassium,Mineral,Silica,SiO2,60.08 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=silica,Rumput gajah pakan sapi kalium diuretik pelvis ureter batu ginjal urat luruh asidosis cairan basa sariawan panas dalam keringat pori asi susu deras aman teh akar.
676,676,Calcium / Fiber,Mineral,Calcium,Ca,40.08 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=calcium,Rumput odot pakan domba kalsium osteoblas matriks sendi lansia keropos asam urat luruh empedu usus lambung gizi protein nabati susu hewan energi atp awas akar teh aman.
677,677,Flavonoid / Mucilage,Polyphenol,Flavonoid,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=flavonoid,Paku sarang burung rambut folikel uban rontok ketombe jamur rahim miometrium pelicin persalinan dukun beranak udem air kaki bengkak luar dilarang minum hamil muda gugur.
678,678,Betalain,Pigment,Betanin,C24H26N2O13,550.5 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=betanin,Bunga pukul sembilan sariawan radang amandel tonsil mukosa faring vitamin c gusi berdarah kolagen epitel luka bakar melepuh asidosis panas demam hidrasi sel urin teh bunga aman.
679,679,Echioidnin,Flavone,Echioidnin,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=flavonoid,Sambiloto merah makrofag salmonella tipes malaria plasmodium lisis virus ispa paru gula darah kencing manis diabetes turun drastis liver empedu cuci AWAS GULA DROP PINGSAN mual.
680,680,Amentoflavone,Biflavonoid,Amentoflavone,C30H18O10,538.5 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=amentoflavone,Cakar ayam paku nasofaring paru kanker payudara serviks rahim miom kista mutasi dna radikal asma hemostatik batuk darah tbc sendi urat linu aman dosis teh cina tcm.
681,681,Brazilin,Homoisoflavonoid,Brazilin,C16H14O5,286.3 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=brazilin,Kayu secang hutan darah disentri mencret mampet usus lambung borok maag hemostatik luka bakteri pewarna merah antioksidan ros sirkulasi darah panggul haid awas usus kering sembelit aman jamu.
682,682,Formate / Histamine,Organic acid,Formic acid,CH2O2,46.03 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=formic+acid,Daun gatal papua silika jarum bulu SANGAT PERIH PANAS TERBAKAR alergi histamin vasodilatasi kapiler darah merah gate control pengalih nyeri sendi urat kaku pegal hilang instan asidosis buang sirkulasi lancar HANYA PUKUL LUAR BADAN DILARANG MENTAH ORAL.
683,683,Rutin,Flavonoid glycoside,Rutin,C27H30O16,610.5 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=rutin,Daun sanggum luka bakar air panas melepuh epitel kolagen fibroblas bisul abses nanah tarik kotoran diare mencret asma bronkus mukolitik paru kalsium tulang sendi teh rebus aman luar dalam.
684,684,Histamine,Amine,Histamine,C5H9N3,111.1 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=histamine,Jelatang gajah lebar bulu SANGAT GATAL PANAS MINGGUAN alergi histamin vasodilatasi darah tepi pegal linu rematik gout asam urat nyeri alih sabetan luar DILARANG MENTAH ORAL REBUS AMAN MATANG.
685,685,Formate,Organic acid,Formic acid,CH2O2,46.03 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=formic+acid,Jelatang ayam bergerigi bulu gatal panas luar encok pinggang bawah lumbago sendi linu akar asma bronkus dahak paru kencing batu ginjal urat luruh kalsium silika GATAL LUAR MENTAH akar rebus aman.
686,686,Lannea Flavonoid,Flavonoid,Flavonoid,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=flavonoid,Kayu kuda getah tannin astringen gusi bengkak gigi lubang karies saraf mati analgesik lokal sariawan luka robek ngucur hemostatik darah beku lem borok lambung maag usus diare mampet disentri aman kumur telan oles luar.
687,687,Tannin / Vitamin C,Polyphenol,Tannin,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=tannin,Jambu alas kupa hutan diare amuba disentri darah lendir mampet kram lilit usus tenang hidrasi mukosa oral tenggorokan amandel sariawan demam panas hipotalamus biji diabetes insulin pankreas awas sembelit over biji aman rebus buah aman.
688,688,Polyphenol,Polyphenol,Polyphenol,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=polyphenol,Jambu hutan lineatum diuretik ginjal pelvis ureter glomerulus bilas cuci darah asam urat kristal luruh urin jernih sariawan gusi kolagen diabetes glukosa turun regenerasi pankreas glikogen hepar kolesterol ros jantung aman.
689,689,Citric acid / Ascorbic acid,Organic acid,Citric acid,C6H8O7,192.1 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=citric+acid,Jambuh kancing cauliflorum asidifikasi urin bakteri e coli infeksi saluran kemih isk kencing kotor nanah sariawan radang asidosis basa cairan segar hidrasi sel epitel kapiler pembuluh darah urin ginjal usus aman segar.
690,690,Linalool,Monoterpene alcohol,Linalool,C10H18O,154.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=linalool,Kenanga hutan macrophylla sedatif ssp gaba relaksasi gelombang alfa otak tidur lelap panik takikardi aritmia jantung debar tenang hipertensi darah tinggi vasodilator arteri vena malaria plasmodium lisis nyamuk repelen awas ngantuk teh uap luar aman.
691,691,Linalool / Magnoflorine,Alkaloid,Linalool,C10H18O,154.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=linalool,Kantil merah liliiflora otot polos uterus rahim haid buntu lancar kram dismenore panggul keputihan leukore jamur bakteri kelenjar apokrin keringat urin napas wangi sedatif cemas panik pulas DILARANG IBU HAMIL KONTRAKSI GUGUR aman luar hamil teh.
692,692,Ternatin,Anthocyanin,Ternatin,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=anthocyanin,Kembang telang putih alba epitel kornea konjungtiva mata merah iritasi debu radang katarak awal jernih asetilkolinesterase hambat otak memori fokus daya ingat asma dahak paru mukolitik radikal bebas antioksidan sel tetes steril saring teh seduh aman.
693,693,Ascorbic Acid / GOPO,Glycolipid,Ascorbic Acid,C6H8O6,176.1 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=ascorbic+acid,Mawar hutan rugosa kolagenase matriks tulang rawan sendi lutut osteoarthritis radang bengkak cairan sinovial pelumas vitamin c kolagen kulit keriput kenyal anti penuaan uv sariawan gusi berdarah duodenum sendi epitel teh minyak biji aman.
694,694,Nymphaline,Alkaloid,Nymphaline,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=alkaloid,Teratai merah rubra depresan miokard jantung ringan debar takikardi cemas panik hiperaktif ssp sedatif gaba reseptor tidur lelap asidosis tubuh panas dalam demam sariawan usus lambung gaster AWAS LEMAS NGANTUK TENSI TURUN teh bunga aman sinergis penenang.
695,695,Scopolamine / Atropine,Tropane Alkaloid,Scopolamine,C17H21NO4,303.4 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=scopolamine,Kecubung wulung fastuosa SANGAT BERACUN GILA HALUSINASI MATI ORAL luar asma rokok hisap bronkodilator super pelebar jalan napas kram usus anestesi bius ssp amigdala kering mulut mata dilatasi DILARANG KERAS MINUM TEH REBUS HISAP LUAR BALSEM OTOT AMAN.
696,696,Scopolamine,Tropane Alkaloid,Scopolamine,C17H21NO4,303.4 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=scopolamine,Kecubung gunung suaveolens SANGAT BERACUN FATAL KOMA MATI GILA ORAL antagonis muskarinik antikolinergik bronkodilator asma hisap kering sekresi air liur mukus keringat anestesi bius lokal sendi linu rematik kaku saraf kejepit DILARANG MINUM HANYA LUAR HISAP BALSEM.
697,697,Clerodermic acid,Flavonoid,Clerodermic acid,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=flavonoid,Kembang bugang hutan inerme antipiretik hipotalamus set point demam panas tinggi malaria tipes radang usus cacing parasit mati nyamuk repelen asma bronkus dahak mukolitik paru encer hepar ginjal usus teh rebus uap oles luar aman.
698,698,Pinitol,Cyclitol,Pinitol,C7H14O6,194.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=pinitol,Kembang kertas putih glabra antimikroba jamur candida keputihan leukore bau gatal vagina rahim bersih pinitol insulin mimetic glukosa darah otot pankreas sel beta kencing manis turun hiperglikemia darah kotor jerawat AWAS GULA ANJLOK DROP teh rebus aman.
699,699,Silica / Calcium,Mineral,Silica,SiO2,60.08 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=silica,Rumput jari ciliaris osteoblas mineralisasi kalsium matriks tulang keropos osteoporosis patah tulang retak sambung fibroblas silika kalsium diuretik pelvis ginjal batu urat kalsium oksalat lisis udem kaki air jantung gagal urin masif AWAS GAGAL GINJAL PARAH DILARANG teh rumput aman.
700,700,Cyperene,Sesquiterpene,Cyperene,C15H24,204.4 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=cyperene,Rumput teki merah rotundus rubra antispasmodik miometrium rahim peluruh haid amenore darah buntu lancar nyeri kram panggul gas kembung kolik usus sendawa kentut ginjal pelvis diuretik batu luruh ssp saraf otak cemas tidur lelap DILARANG IBU HAMIL KONTRAKSI GUGUR jamu rebus awas hamil aman selain hamil.
701,801,Berberine,Isoquinoline Alkaloid,Berberine,C20H18NO4+,336.4 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=berberine,Bajakah Kuning pahit pelindung liver kalimantan.
702,802,Luvungin,Alkaloid,Luvungin,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=alkaloid,Saluang Belum afrodisiak dayak pedalaman.
703,803,Polygodial,Sesquiterpene Dialdehyde,Polygodial,C15H22O2,234.3 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=polygodial,Akway papua pedas panas energi sirkulasi otot.
704,804,Corosolic Acid,Triterpenoid,Corosolic Acid,C30H48O4,472.7 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=corosolic+acid,Daun Insulin alam penurun gula darah drastis.
705,805,Belamcandin,Isoflavonoid,Iridin,C24H28O14,540.5 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=iridin,Brojo Lintang asma amandel bintik macan.
706,806,Quassinoids,Triterpenoid,Picrasmin,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=triterpenoid,Ki Pahit malaria cacingan sangat ekstrem pahit.
707,807,Betacyanin,Betalain Pigment,Betanin,C24H26N2O13,550.5 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=betanin,Ki Sambang darah nifas panggul rahim merah.
708,808,Ayapanin,Coumarin,Ayapanin,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=coumarin,Daun Prasman sariawan maag borok lambung ayapana.
709,809,Excoecarin,Diterpene,Excoecarin,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=diterpene,Sambang Darah pendarahan rahim hemostatik luka.
710,810,Pyrrolizidine Alkaloid,Alkaloid,Indicine,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=alkaloid,Buntut Tikus kutil nanah TOKSIK LIVER ORAL.
711,811,Vernolide,Sesquiterpene Lactone,Vernolide,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=sesquiterpene,Sawi Langit racun bisa serangga asidosis demam.
712,812,Tannin / Silika,Polyphenol,Tannin,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=tannin,Remek Daging ungu metalik ginjal batu luka potong.
713,813,Iron (Fe) / Protein,Mineral / Amino Acid,Iron,Fe,55.84 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=iron,Pakis Sayur darah merah anemia TIAMINASE MENTAH RACUN.
714,814,Cannin,Alkaloid,Cannin,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=alkaloid,Bunga Tasbih keputihan sariawan amandel rimpang.
715,815,Lycorine,Amaryllidaceae Alkaloid,Lycorine,C16H17NO4,287.3 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=lycorine,Bunga Desember luka memar UMBI BERACUN MATI ORAL.
716,816,Crinine,Amaryllidaceae Alkaloid,Crinine,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=alkaloid,Bunga Bakung patah tulang UMBI DAUN BERACUN MATI ORAL.
717,817,Beta-glucan,Polysaccharide,Glucan,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=glucan,Jamur Susu Harimau asma alergi paru kronis imun.
718,818,Corosolic Acid,Triterpenoid,Corosolic Acid,C30H48O4,472.7 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=corosolic+acid,Bungur ungu diabetes kencing manis insulin sel.
719,819,Coumarin,Benzopyrone,Coumarin,C9H6O2,146.1 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=coumarin,Pulosari Daun wangi jamu kembung kolik usus.
720,820,Macrophylline,Indole Alkaloid,Macrophylline,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=alkaloid,Pule Hitam malaria pahit tensi darah turun.
721,821,Ziziphin,Saponin,Ziziphin,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=saponin,Bidara Cina ruqyah mandi antiseptik cemas tidur.
722,822,Punicalagin,Ellagitannin,Punicalagin,C48H28O30,1084.7 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=punicalagin,Delima Hitam super antioksidan jantung koroner plak lisis.
723,823,Arecoline,Alkaloid,Arecoline,C8H13NO2,155.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=arecoline,Pinang Merah cacingan usus disentri mampet amuba.
724,824,Diosgenin,Steroidal Saponin,Diosgenin,C27H42O3,414.6 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=diosgenin,Pacing Pentul sifilis gonore kencing manis nanah.
725,825,Zederone,Sesquiterpene,Zederone,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=sesquiterpene,Temu Badur thai racun ular bisa radang sendi bengkak.
726,826,Zerumbone,Sesquiterpene,Zerumbone,C15H22O,218.3 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=zerumbone,Lempuyang Gajah cacing pita ascaris asma paru dahak.
727,827,Cassumunarins,Phenylbutanoid,Cassumunarin,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=cassumunarin,Bangle Badak lebah memar balsem alam perut kembung.
728,828,Santalol,Sesquiterpene,Santalol,C15H24O,220.3 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=santalol,Cendana Jenggi aromaterapi depresi tidur lelap wangi.
729,829,Justicin,Lignan,Justicin,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=lignan,Gandarusa Putih sendi linu memar tulang demam panas.
730,830,Rosmarinic Acid,Phenolic Acid,Rosmarinic Acid,C18H16O8,360.3 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=rosmarinic+acid,Kemangi Merah tulsi india adaptogen stres kortisol paru.
731,831,Benzyl Acetate,Ester,Benzyl Acetate,C9H10O2,150.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=benzyl+acetate,Melati Gambir penenang debar jantung cemas panik tidur.
732,832,Linalool,Monoterpene alcohol,Linalool,C10H18O,154.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=linalool,Cempaka Putih kantil ketiak bau wangi keputihan rahim.
733,833,Plumericin,Iridoid Glycoside,Plumericin,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=iridoid,Kamboja Putih kutil getah panas demam AWAS GETAH MATA.
734,834,Mucilage / Flavonoid,Polysaccharide,Mucilage,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=mucilage,Waru Gunung batuk lendir paru rontok rambut botak usus.
735,835,Vitamin C / Mucilage,Ascorbic Acid,Ascorbic Acid,C6H8O6,176.1 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=ascorbic+acid,Kembang Sepatu Putih dahak asma panas demam sariawan.
736,836,Cellulose / Heavy Metals,Polysaccharide,Cellulose,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=cellulose,Eceng Gondok penyerap racun logam berat DILARANG MAKAN JIKA KOTOR.
737,837,Calcium Oxalate / Saponin,Crystal,Calcium Oxalate,CaC2O4,128.1 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=calcium+oxalate,Kayu Apu kencing nanah gonore sifilis batu ginjal awas gatal rebus.
738,838,Tannin / Saponin,Polyphenol,Tannin,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=tannin,Jotang Kuda lem luka potong darah beku infeksi nanah.
739,839,Quercetin / Euphorbianin,Flavonol,Quercetin,C15H10O7,302.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=quercetin,Patikan Merah asma bronkus dahak disentri amuba mampet.
740,840,Aloin / Mucilage,Anthraquinone,Aloin,C21H22O9,418.4 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=aloin,Lidah Buaya Merah luka bakar melepuh rambut rontok laksatif.
741,841,Jatrophin,Alkaloid Toxin,Jatrophin,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=alkaloid,Jarak Ulung kutil getah BIJI BERACUN FATAL MATI MUNTAH.
742,842,Vincristine,Indole Alkaloid,Vincristine,C46H56N4O10,825.0 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=vincristine,Tapak Dara Merah KEMOTERAPI KANKER LEUKEMIA TOKSIK DOSIS TINGGI.
743,843,Rocaglamide,Flavagline,Rocaglamide,C29H31NO7,505.6 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=rocaglamide,Pacar Cina Merah kembung perut bau mulut wangi teh relaks.
744,844,Citric Acid / Vitamin C,Organic Acid,Citric Acid,C6H8O7,192.1 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=citric+acid,Sengkuang dao asam mual muntah masuk angin sariawan hidrasi.
745,845,Sucrose / Fat,Carbohydrate,Sucrose,C12H22O11,342.3 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=sucrose,Lai durian merah kalori energi atp triptofan otak bahagia.
746,846,Starch / Vitamin A,Polysaccharide,Amylose,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=amylose,Keledang nangka hutan karbohidrat gizi pencernaan mata makula.
747,847,Tannin / Fiber,Polyphenol,Tannin,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=tannin,Bintawa entawak diare amuba usus kalimantan maag borok.
748,848,Fructose / Vitamin C,Monosaccharide,Fructose,C6H12O6,180.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=fructose,Pampan tarap marang energi lelah dahaga hidrasi sel asidosis.
749,849,Starch / Calcium,Polysaccharide,Amylose,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=amylose,Tampang pudau kuli penebang energi kalori prebiotik usus.
750,850,Gallic Acid / Tannin,Phenolic Acid,Gallic Acid,C7H6O5,170.1 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=gallic+acid,Terentang sariawan radang gusi borok lambung diare usus amuba.
