id,herbal_id,nama_obat,tipe_interaksi,efek,mekanisme
937,704,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
938,705,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
939,706,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
940,707,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
941,708,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
942,709,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
943,710,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
944,711,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
945,712,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
946,713,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
947,714,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
948,715,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
949,716,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
950,717,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
951,718,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
952,719,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
953,720,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
954,721,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
955,722,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
956,723,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
957,724,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
958,725,Lithium,Farmakokinetik,Toksisitas Lithium.,"Efek diuretik ringan dari Tribulus dapat menurunkan pembuangan lithium oleh ginjal, menyebabkan akumulasi obat dalam darah."
959,725,Obat Antidiabetes,Farmakodinamik,Risiko hipoglikemia.,Tribulus dilaporkan memiliki efek penurun gula darah yang dapat bersinergi secara berlebihan dengan obat diabetes resep.
960,726,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
961,727,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
962,728,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
963,729,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
964,730,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
965,731,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
966,732,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
967,733,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
968,734,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
969,735,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
970,736,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
971,737,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
972,738,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
973,739,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
974,740,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
975,741,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
976,742,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
977,743,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
978,744,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
979,745,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
980,746,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
981,747,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
982,748,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
983,749,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
984,750,Propranolol / Diltiazem,Farmakokinetik,Penurunan efektivitas obat jantung.,Ekstrak Guggul secara klinis dilaporkan menurunkan bioavailabilitas (penyerapan) dari obat-obatan tersebut di saluran cerna jika diminum bersamaan.
985,751,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
986,752,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
987,753,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
988,754,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
989,755,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
990,756,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
991,757,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
992,758,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
993,759,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
994,760,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
995,761,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
996,762,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
997,763,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
998,764,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
999,765,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1000,766,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1001,767,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1002,768,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1003,769,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1004,770,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1005,771,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1006,772,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1007,773,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1008,774,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1009,775,Insulin / Glimepiride / Metformin,Farmakodinamik,Risiko Hipoglikemia Berat.,"Asam gymnemik menstimulasi sekresi insulin dan meregenerasi sel beta pankreas, memperkuat efek obat antidiabetes secara drastis."
1010,776,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1011,777,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1012,778,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1013,779,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1014,780,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1015,781,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1016,782,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1017,783,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1018,784,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1019,785,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1020,786,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1021,787,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1022,788,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1023,789,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1024,790,Warfarin,Farmakokinetik,Peningkatan INR dan risiko pendarahan.,Asam boswellic dapat menghambat enzim CYP2C9 yang memetabolisme warfarin di hati.
1025,790,NSAID (Ibuprofen / Diklofenak),Farmakodinamik,Sinergis (Antiinflamasi) dan Gastroprotektif.,"Boswellia menghambat enzim 5-LOX, melengkapi NSAID yang menghambat COX, serta membantu melindungi lambung dari iritasi akibat NSAID."
1026,791,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1027,792,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1028,793,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1029,794,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1030,795,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1031,796,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1032,797,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1033,798,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1034,799,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1035,800,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1036,801,Metronidazole (Antibiotik),Farmakokinetik,Mempercepat pembuangan obat dan menurunkan efektivitasnya.,"Silymarin menginduksi sistem enzim CYP450 dan P-glycoprotein di usus dan hati, mempercepat klirens Metronidazole dari dalam tubuh."
1037,801,Indinavir (Obat HIV/ARV),Farmakokinetik,Penurunan kadar ARV dalam darah.,Milk Thistle menurunkan kadar puncak Indinavir dalam plasma karena interaksi penghambatan pada metabolisme lintas pertama di hati.
1038,802,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1039,803,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1040,804,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1041,805,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1042,806,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1043,807,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1044,808,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1045,809,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1046,810,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1047,811,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1048,812,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1049,813,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1050,814,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1051,815,Rifampisin,Farmakokinetik,Peningkatan metabolisme dan eliminasi Rifampisin.,"Ekstrak kelor dilaporkan menginduksi enzim sitokrom P450 3A4 (CYP3A4), sehingga dapat mengurangi kadar obat-obatan yang dimetabolisme oleh enzim tersebut di dalam darah."
1052,815,Obat Antihipertensi,Farmakodinamik,Hipotensi berlebih.,Kelor mengandung senyawa aktif penurun tekanan darah (vasodilatasi) yang dapat bersinergi secara ekstrem dengan obat resep penurun tensi.
1053,816,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1054,817,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1055,818,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1056,819,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1057,820,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1058,821,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1059,822,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1060,823,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1061,824,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1062,825,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1063,826,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1064,827,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1065,828,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1066,829,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1067,830,Nifedipine / Calcium Channel Blockers,Farmakodinamik,Penurunan tekanan darah drastis (Hipotensi).,"Jahe dilaporkan bertindak sebagai pemblokir saluran kalsium (CCB) alami ringan, yang dapat memberikan efek aditif jika digabung dengan obat jantung golongan CCB."
1068,830,Siklosporin,Farmakokinetik,Penurunan absorpsi obat.,"Jahe dapat menurunkan ketersediaan hayati Siklosporin (obat pencegah penolakan organ) dalam darah, mengurangi efektivitasnya."
1069,831,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1070,832,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1071,833,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1072,834,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1073,835,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1074,836,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1075,837,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1076,838,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1077,839,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1078,840,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1079,841,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1080,842,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1081,843,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1082,844,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1083,845,"Obat Hepatotoksik (Parasetamol dosis tinggi, Metotreksat)",Toksisitas,Peningkatan risiko kerusakan sel hati.,Asiaticoside pada pegagan dosis tinggi terbukti dapat memberi beban metabolik tambahan pada organ hati jika dikonsumsi bersama obat keras jangka panjang.
1084,845,Obat Hipoglikemik Oral,Farmakodinamik,Gula darah turun tak terkendali.,"Pegagan dapat menekan glukosa darah dan kolesterol, memperbesar efek penurun gula dari obat diabetes medis."
1085,846,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1086,847,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1087,848,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1088,849,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1089,850,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1090,851,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1091,852,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1092,853,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1093,854,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1094,855,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1095,856,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1096,857,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1097,858,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1098,859,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1099,860,Antiaritmia (Amiodarone / Sotalol),Farmakodinamik,Memicu aritmia letal (Torsades de pointes).,Diare yang diinduksi sennosida menyebabkan hilangnya elektrolit (kalium dan magnesium). Ketidakseimbangan ini sangat berbahaya bagi pasien yang mengonsumsi obat antiaritmia.
1100,860,Semua Obat Oral,Farmakokinetik,Penyerapan obat gagal.,Percepatan waktu transit di saluran cerna akibat efek laksatif stimulan menghalangi lambung/usus menyerap molekul obat.
1101,861,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1102,862,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1103,863,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1104,864,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1105,865,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1106,866,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1107,867,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1108,868,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1109,869,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1110,870,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1111,871,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1112,872,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1113,873,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1114,874,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1115,875,Phenytoin / Teofilin / Propranolol,Farmakokinetik (MAJOR),Peningkatan toksisitas mematikan akibat akumulasi obat.,Piperine adalah penghambat super kuat untuk enzim CYP3A4 dan sistem efflux P-glycoprotein. Obat-obat dengan indeks terapeutik sempit ini akan tertahan di dalam darah jauh melebihi dosis amannya.
1116,875,Rifampisin,Farmakokinetik,Peningkatan bioavailabilitas.,Piperine dapat meningkatkan ketersediaan biologis (bioavailability) rifampisin dengan menghambat aktivitas sitokrom usus.
1117,876,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1118,877,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1119,878,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1120,879,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1121,880,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1122,881,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1123,882,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1124,883,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1125,884,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1126,885,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1127,886,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1128,887,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1129,888,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1130,889,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1131,890,Obat Diabetes Oral / Insulin,Farmakodinamik,Penurunan gula darah drastis (Hipoglikemia).,"Thymoquinone dari jintan hitam meregenerasi sel pankreas dan sangat kuat menurunkan gula darah puasa, menciptakan efek sinergis berlebih dengan obat resep."
1132,890,Beta-blocker (Atenolol / Bisoprolol),Farmakodinamik,Bradikardia dan Hipotensi.,Sifat relaksan jintan hitam bersinergi dengan obat jantung dalam menurunkan kontraksi serta detak jantung pasien.
1133,891,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1134,892,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1135,893,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1136,894,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1137,895,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1138,896,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1139,897,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1140,898,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1141,899,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1142,900,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1143,901,Obat Antihipertensi (Captopril / Amlodipine),Farmakodinamik,Hipotensi berlebih (Tekanan darah drop drastis).,"Sambiloto memiliki efek relaksasi otot polos dan pelebaran pembuluh darah (vasodilatasi) yang kuat, sehingga memberikan efek penurun tensi ganda jika digabung obat medis."
1144,901,Imunosupresan (Siklosporin / Kortikosteroid),Farmakodinamik,Menurunkan efektivitas obat penekan imun.,"Sebagai imunostimulan yang kuat, sambiloto melawan secara fungsional obat yang sengaja diresepkan untuk menekan sistem kekebalan tubuh pada pasien autoimun atau transplan organ."
1145,902,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1146,903,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1147,904,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1148,905,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1149,906,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1150,907,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1151,908,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1152,909,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1153,910,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1154,911,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1155,912,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1156,913,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1157,914,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1158,915,Obat Diabetes Oral (Glimepiride / Metformin),Farmakodinamik,Risiko hipoglikemia sekunder.,"Ekstrak mahkota dewa secara klinis diketahui dapat menekan kadar glukosa darah. Jika digabung dengan obat diabetes, efek penurunan gula bisa berlebihan."
1159,916,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1160,917,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1161,918,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1162,919,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1163,920,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1164,921,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1165,922,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1166,923,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1167,924,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1168,925,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1169,926,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1170,927,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1171,928,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1172,929,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1173,930,Semua Obat Oral,Farmakokinetik (Mayor),Kegagalan penyerapan obat medis secara menyeluruh.,"Kandungan tanin/astringen serta lendir (musilago) yang sangat tinggi pada jati belanda membentuk lapisan tebal pada mukosa usus, mengisolasi dan menghambat absorpsi molekul obat medis ke dalam darah. Harus diberi jeda minimal 2-3 jam."
1174,931,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1175,932,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1176,933,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1177,934,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1178,935,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1179,936,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1180,937,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1181,938,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1182,939,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1183,940,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1184,941,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1185,942,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1186,943,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1187,944,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1188,945,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1189,946,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1190,947,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1191,948,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1192,949,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1193,950,NSAID Oral (Ibuprofen / Naproxen / Diklofenak),Farmakodinamik,Peningkatan risiko iritasi lambung berat dan tukak lambung (ulkus).,"Bangle memiliki aktivitas penghambatan enzim siklooksigenase (COX). Jika dikonsumsi bersama NSAID sintetik, produksi prostaglandin yang berfungsi melindungi mukosa dinding lambung akan tertekan sangat parah."
1194,951,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1195,952,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1196,953,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1197,954,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1198,955,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1199,956,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
1200,957,-,belum ada data yang ditemukan,belum ada data yang ditemukan,belum ada data yang ditemukan
