id,herbal_id,pemerian_farmakognosi,mikroskopik_farmakognosi,mekanisme_aksi,farmakokinetik,toksikologi,interaksi_obat_umum
1028,828,Kayu wangi santalaceae australian sandalwood cendana jenggi aromaterapi.,Santalol seskuiterpen kayu wangi otak ssp depresi.,Sedatif amigdala gaba reseptor otak depresi stres kortisol panik cemas takikardi debar jantung relaksasi gelombang alfa tidur lelap insomnia ptsd antiseptik kulit jerawat nanah komedo sebum minyak radang eksim psoriasis.,Inhalasi uap otak olfaktori ssp topikal kulit dermis hepar.,Aman dupa bakar uap minyak atsiri teh awas ngantuk.,Aman.
1029,829,Daun hijau batang putih acanthaceae white gendarussa gandarusa putih.,Justicin gendarusin alkaloid daun anti inflamasi tulang.,Anti inflamasi sendi memar tulang bengkak linu rematik urat kaku darah stasis sirkulasi lancar antipiretik demam panas hipotalamus asidosis cairan tubuh analgesik lokal linu (bukan kb pria seperti gandarusa merah).,Metabolisme hepar sirkulasi darah otot tulang ginjal.,Aman teh rebusan daun.,Aman.
1030,830,Daun ungu merah wangi lamiaceae red holy basil krishna tulsi kemangi merah india.,Eugenol ursolic acid rosmarinic acid adaptogen stres kortisol.,Adaptogen ketahanan fisik mental stres kronis hpa axis kortisol turun kelelahan letih lesu cfs asma paru bronkus dahak mukolitik encer batuk rejan pertusis radang sendi asam urat gula darah glukosa turun imun makrofag sel putih.,Absorpsi usus hepar paru uap otak ssp kelenjar adrenal.,Aman teh seduh daun harian ayurweda suci india.,Aman.
1031,831,Bunga putih wangi tajam oleaceae common jasmine melati gambir teh.,Linalool benzyl acetate jasmone wangi melati sedatif.,Depresan ssp gaba amigdala rileks penenang cemas panik ptsd stres kortisol takikardi jantung debar aritmia stabil tidur lelap insomnia kram otot relaksan diuretik mata bengkak merah radang kompres luar hidrasi sel asidosis.,Inhalasi uap ssp otak usus ginjal mata epitel luar.,Aman teh bunga kompres luar.,Aman.
1032,832,Bunga putih panjang wangi magnoliaceae white champaca kantil putih wangi.,Linalool magnoflorine alkaloid pinen atsiri bunga ketiak bau.,Pewangi tubuh keringat apokrin urin napas deodoran alam sedatif ssp gaba reseptor rileks amigdala cemas panik takikardi jantung debar tenang spasmolitik rahim haid buntu lancar kram dismenore keputihan jamur bakteri mati.,Metabolisme kelenjar apokrin sirkulasi rahim hepar ssp uap.,Aman teh bunga awas ibu hamil kontraksi rahim.,Aman.
1033,833,Bunga putih murni kuning tengah apocynaceae white frangipani kamboja putih kuburan.,Plumericin fulvoplumierin iridoid glikosida antipiretik demam kutil getah.,Antipiretik set point hipotalamus demam panas tinggi turun asidosis cairan basa getah kaustik korosif keratolitik kutil kulit mati lisis mata ikan kapalan copot anti inflamasi sendi linu rematik udem bengkak (daun layu).,Ekskresi urin keringat pori topikal kulit luar epitel.,GETAH BERACUN IRITASI MATA BUTA KULIT LEPUH JIKA OVER DOSIS.,Aman bunga kering teh getah luar titik kutil.
1034,834,Daun hijau besar malvaceae mountain hibiscus waru gunung batuk paru.,Mucilage antosianin flavonoid saponin lendir demulsen.,Demulsen pelapis mukosa faring tenggorokan serak perih nelan amandel tonsil batuk kering bronkitis paru dahak encer ekspektoran usus perih lambung gaster borok pelapis rambut rontok botak folikel akar uban hitam diuretik ginjal.,Lokal mukosa paru usus kulit kepala rambut ginjal urin.,Aman daun remas air.,Aman.
1035,835,Bunga putih kelopak lima malvaceae white hibiscus kembang sepatu putih dahak panas.,Mucilage vitamin c flavonoid antosianin lendir bunga.,Antipiretik penurun panas demam hipotalamus asidosis cairan hidrasi sel ekspektoran asma bronkus mukolitik dahak paru lendir kental sariawan gusi radang usus lambung gaster pelapis borok maag perih diuretik kencing kotor.,Absorpsi epitel paru usus ginjal urin keringat pori hepar.,Aman remas air rebus.,Aman.
1036,836,Herba daun balon air pontederiaceae water hyacinth eceng gondok rawa logam berat racun.,Selulosa serat kalsium bioakumulator logam berat akar penyedot polusi.,Babi pakan ternak sapi serat pencernaan usus feses lancar FITOREMEDIASI penyedot merkuri timbal kadmium zat kimia pabrik air sungai kotor lindi bersih polutan air.,TIDAK UNTUK DIKONSUMSI MANUSIA JIKA DARI SUNGAI.,SANGAT BERACUN JIKA DIMAKAN MANUSIA BIOAKUMULATOR LOGAM BERAT GAGAL GINJAL LIVER KANKER SEL OTAK MATI.,DILARANG MAKAN MANUSIA HANYA UNTUK MEMBERSIHKAN AIR LIMBAH ALAM.
1037,837,Herba daun roset air araceae water cabbage kayu apu apu apu kencing nanah gonore ginjal.,Kalsium oksalat flavonoid saponin diuretik kemih.,Diuretik aquaretik pelvis ginjal ureter uretra bilas kuman neisseria gonorrhoeae kencing nanah kotor bakteri luruh infeksi saluran kemih isk sistitis batu urat lisis asidosis basa asma dahak paru (akar rebus).,Ekskresi ginjal urin masif saluran kemih usus paru.,Awas oksalat gatal daun mentah rebus matang aman bersih air dari limbah pabrik.,Aman matang.
1038,838,Herba rumput daun oval asteraceae node weed jotang kuda luka potong hemostatik.,Tannin saponin flavonoid hemostatik luar getah darah.,Hemostatik koagulasi protein kolagen jaringan luka potong pisau robek darah beku instan lem luka alam fibroblas granulasi infeksi bakteri staphylococcus aureus mati bisul nanah radang sendi linu udem air bengkak kaki.,Topikal epidermis kulit luar dermis epitel usus hepar darah.,Aman luar tumbuk tempel rebus air.,Aman.
1039,839,Herba daun merah ungu bergetah euphorbiaceae red asthma weed patikan merah asma bronkitis.,Quercetin kumarin euphorbianin getah putih asma paru.,Bronkodilator super pelebar jalan napas paru asma sesak mengi mengi batuk rejan pertusis mukolitik dahak encer disentri amuba basiler usus lilit kram diare mampet antibakteri mata merah belekan (tetes getah encer tradisional bahaya).,Absorpsi paru uap usus hepar ginjal urin darah epitel.,Aman rebus awas getah mentah iritasi lambung mual muntah tetes mata sangat perih hindari.,Aman matang.
1040,840,Daun tebal berdaging bintik putih asphodelaceae soap aloe lidah buaya merah luka bakar melepuh rambut.,Aloin barbaloin mucilage vitamin c e beta karoten pektin.,Demulsen pelapis kulit epitel luka bakar api air panas uv melepuh sel regenerasi kolagen fibroblas cepat anti inflamasi rambut rontok botak folikel akar uban hitam subur pencahar usus laksatif sembelit keras ldl kolesterol.,Topikal luar epitel dermis kulit rambut folikel lumen usus kolon.,Aman luar awas aloin kuning getah bikin diare kram usus cuci bersih lendir bening aman.,Aman.
1041,841,Daun ungu merah getah bening euphorbiaceae bellyache bush jarak ulung kutil jamur kulit.,Jatropholone jatrophin alkaloid toksin resin getah kutil.,Keratolitik kutil mata ikan kapalan kulit mati lisis hancur lepas antibakteri jamur kadas panu kurap kutu air mati lisis hemostatik darah luka robek potong beku lem.,Topikal luar kulit stratum corneum dermis.,BIJI SANGAT BERACUN RICIN LIKE TOXIN MUAL MUNTAH KRAM JANTUNG MATI GETAH HANYA LUAR DILARANG MINUM LIVER HANCUR.,AMAN LUAR 100% GETAH OLES KUTIL.
1042,842,Bunga merah pekat kelopak lima apocynaceae red periwinkle tapak dara merah leukemia kanker ganas.,Vincristine vinblastine alkaloid indole sitotoksik maut kemoterapi obat.,Mengikat tubulin hambat pembentukan gelendong mikrotubulus mitosis metafase sel kanker berhenti membelah mati apoptosis leukemia kanker payudara paru serviks hipertensi darah tinggi vasodilator drastis.,Metabolisme hepar ginjal sel tumor darah sirkulasi.,SANGAT BERACUN DOSIS TERTENTU MYELOSUPRESI SUMSUM TULANG HANCUR SEL DARAH PUTIH MATI RAMBUT RONTOK KOMA HANYA EKSTRAKSI MEDIS KEMOTERAPI.,DILARANG KERAS HERBAL RUMAHAN TOKSIK FATAL INTERAKSI OBAT DOKTER.
1043,843,Bunga kecil bulat merah wangi meliaceae red chinese perfume tree pacar cina merah kembung bau mulut.,Rocaglamide odorine alkaloid minyak atsiri bunga wangi.,Antispasmodik saraf vagus otot usus kram lilit kolik lambung gas kembung sendawa kentut usir sariawan radang gusi bau mulut bakteri mati napas segar wangi pewangi teh hijau penenang ssp ringan rileks.,Lokal mukosa mulut usus pencernaan ssp hepar.,Aman teh bunga seduh.,Aman.
1044,844,Buah bulat daging tipis asam manis anacardiaceae pacific walnut dao sengkuang masuk angin mual perut.,Asam organik sitrat malat vitamin c kalsium enzim gastrik.,Penyegar hidrasi mukosa oral sariawan gusi berdarah stomatitis radang amandel tonsil enzim pencernaan saliva gastrik usir mual muntah anti emetik masuk angin perut kembung asidosis panas dalam demam turun.,Pencernaan lambung usus ginjal urin keringat epitel.,Aman buah segar rujak.,Aman.
1045,845,Buah durian daging oranye merah malvaceae red durian lai kalimantan energi glikogen lemak kalori tinggi.,Karbohidrat sukrosa fruktosa lemak nabati kalium triptofan.,Glikolisis otot atp mitokondria energi instan lelah fisik kuli survival hutan kalori padat triptofan serotonin otak bahagia mood lifter penenang tidur lelap tanpa bau tajam sulfida durian biasa aman lambung maag gerd klep esofagus.,Absorpsi usus hepar otot pankreas ssp otak darah.,Aman buah segar lezat AWAS KALORI TINGGI OBESITAS DIABETES.,Aman.
1046,846,Buah kecil mirip nangka daging jingga moraceae keledang karbohidrat lokal hutan energi manis.,Pati amilosa fruktosa serat selulosa vitamin a c.,Energi karbohidrat fisik otot glikogen pembangun sel gizi stunting balita kurus pencernaan laksatif usus kolon feses lancar prebiotik flora mikrobioma hidrasi sel antioksidan epitel mata makula katarak.,Pencernaan usus kolon hepar darah epitel otot.,Aman buah segar.,Aman.
1047,847,Buah mirip nangka kulit berduri daging jingga moraceae entawak bintawa diare amuba usus kalimantan.,Tannin pekat serat karbohidrat saponin flavonoid daun.,Astringen kulit batang akar diare amuba disentri basiler mencret mampet usus radang kolitis lilit kram perut buah energi karbohidrat lambung gaster pelapis borok maag asam hcl netral.,Lumen usus sekum pankreas hepar darah ginjal.,Aman buah segar kulit batang rebus.,Aman.
1048,848,Buah bulat wangi daging putih manis moraceae marang tarap pampan energi dahaga hidrasi air.,Fruktosa air tinggi vitamin c kalsium kalium serat pektin.,Hidrasi cairan intraseluler asidosis basa alkali darah panas dalam sariawan radang tenggorokan faring energi instan glikolisis otot atp lelah fisik kuli diuretik ginjal bilas kemih infeksi urin bening usus laksatif.,Absorpsi usus ginjal urin keringat epitel sel darah.,Aman buah segar.,Aman.
1049,849,Buah mirip sukun kecil getah kuning moraceae pudau tampang kuli penebang kayu energi kalori.,Pati amilosa getah lateks serat kasar kalsium.,Glikolisis otot atp mitokondria energi instan lelah fisik kuli penebang pohon survival hutan kalori prebiotik flora usus mikrobioma bifidobakteri kolon serat pelapis maag lambung gaster borok.,Absorpsi usus lambung kolon darah otot rangka hepar.,Awas getah lengket bibir gatal buang getah sebelum makan daging buah.,Aman bersih getah.
1050,850,Kulit pohon rawa anacardiaceae terentang sariawan stomatitis usus radang luka borok maag.,Tannin katekik asam galat flavonoid astringen kuat.,Astringen presipitasi koagulasi protein bakteri rongga mulut sariawan radang gusi bengkak berdarah stomatitis aftosa luka luar potong darah beku lem usus radang diare mencret amuba disentri mampet lambung maag borok.,Lokal mukosa mulut gigi usus epitel luar darah.,Aman rebusan kulit kayu kumur telan oles.,Aman.
1051,851,Kulit pohon pahit rubiaceae kadamba kelampayan neolamarckia macrophylla malaria demam plasmodium usus.,Cadambine alkaloid chlorogenic acid tannin pahit ekstrem.,Antiplasmodium lisis membran sel eritrosit parasit malaria falciparum vivax antipiretik set point hipotalamus demam panas tinggi anak stomatitis sariawan gusi kumur radang usus diare mencret empedu cuci liver regenerasi.,Metabolisme hepar ginjal usus mulut ssp otak.,Aman rebusan kulit kayu.,Aman.
1052,852,Getah resin kristal bening wangi tajam dipterocarpaceae borneo camphor wood kayu kapur beccarii pengawet mayat dupa.,Borneol camphor terpenoid antiseptik kuat uap.,Antiseptik kuat pengawet jaringan organik purba mumi antibakteri jamur luka borok asma bronkus mukolitik dahak paru inhalasi uap hidung mukosa epitel rubefasien balsem otot linu rematik sendi.,Inhalasi uap kulit epitel stratum corneum paru hidung.,SANGAT BERACUN JIKA DITELAN ORAL KEJANG NEUROTOKSIN KOMA MATI GAGAL NAPAS.,AMAN LUAR BALSEM UAP DUPA DILARANG MINUM.
1053,853,Kulit kayu keras fabaceae kempas koompassia malaccensis tulang sendi linu rematik urat encok lumbago pinggang.,Saponin flavonoid tannin alkaloid anti inflamasi tulang.,Anti inflamasi sendi lutut linu bengkak udem cairan interstitium tarik keluar rematik gout asam urat luruh ginjal pelvis urikolitik analgesik lokal encok punggung bawah lumbago pegal otot rangka.,Metabolisme hepar ginjal usus darah sendi otot tulang.,Aman rebusan kulit kayu.,Aman.
1054,854,Kayu putih wangi dupa thymelaeaceae ramin gonystylus bancanus cemas panik ptsd stres amigdala tidur insomnia.,Sesquiterpene wangi atsiri resin kayu dupa relaksasi.,Sedatif ssp amigdala gaba reseptor otak depresi stres kortisol panik cemas takikardi debar jantung relaksasi gelombang alfa tidur lelap insomnia ptsd dupa bakar uap pernapasan asma bronkus dahak encer.,Inhalasi uap otak olfaktori ssp hepar paru.,Aman dupa bakar uap minyak atsiri.,Aman.
1055,855,Getah putih lateks kulit pohon apocynaceae jelutong jelutung dyera costulata permen karet alam maag gerd lambung.,Polyisoprene lateks getah karet triterpenoid pelapis lambung.,Demulsen pelapis mukosa lambung gaster borok erosi asam hcl pepsin maag kronis gerd klep esofagus antasida alam kunyah permen karet alam otot rahang stimulasi saliva enzim gastrik sariawan radang gusi.,Lokal mukosa lambung usus tidak diserap utuh feses.,Aman kunyah getah olahan.,Aman.
1056,856,Kayu wangi palsu gaharu thymelaeaceae white agarwood gaharu buaya aetoxylon sympetalum nyamuk usir asma dupa ssp.,Sesquiterpene atsiri resin wangi kayu dupa repelen serangga.,Repelen serangga nyamuk aedes aegypti malaria usir uap asap dupa sedatif ssp gaba amigdala rileks penenang cemas panik asma bronkus mukolitik paru lendir encer napas lega.,Inhalasi uap asap mukosa hidung paru kapiler otak.,Aman dupa bakar uap.,Aman.
1057,857,Kulit pohon rawa apocynaceae swamp alstonia pulai rawa alstonia pneumatophora disentri darah amuba demam malaria plasmodium.,Alstonine echitamine alkaloid indole pahit astringen tannin.,Antiplasmodium lisis eritrosit parasit malaria falciparum vivax antipiretik demam panas tinggi astringen usus kolon diare mencret amuba disentri darah lendir mampet presipitasi protein kram lilit.,Metabolisme hepar ginjal darah usus sekum ssp.,Aman rebusan kulit kayu awas mual jika over alkaloid.,Aman.
1058,858,Kulit kayu daun pohon moraceae variegated fig nyawai ficus variegata gatal kulit eksim panu kurap kadas jamur luar.,Saponin tannin flavonoid getah iritan ringan anti jamur.,Fungisidal lisis membran sel jamur malassezia furfur panu kadas kurap kutu air t rubrum hancur mati gatal alergi eksim dermatitis seboroik bisul nanah abses matang pecah tarik kotoran astringen luka.,Topikal luar kulit epidermis stratum corneum dermis.,Aman luar getah daun rebus kulit.,Aman luar.
1059,859,Buah akar pohon moraceae cluster fig loa ficus racemosa diare mencret asma bronkus dahak paru sesak.,Tannin pekat glikosida saponin flavonoid buah akar.,Astringen usus sekum kolon diare cair mencret disentri amuba mampet kram lilit antispasmodik ekspektoran mukolitik asma bronkus paru silia dorong dahak lendir kental encer batuk rejan pertusis.,Lumen usus hepar paru uap ginjal urin darah.,Aman buah matang akar rebus awas getah mentah.,Aman.
1060,860,Daun kulit kayu pohon moraceae sea fig ipik ficus superba gigi goyah gusi radang sariawan borok mulut amandel.,Tannin katekik gallic acid kalsium astringen gigi mulut.,Astringen presipitasi koagulasi protein bakteri rongga mulut sariawan radang gusi bengkak berdarah stomatitis aftosa gigi goyah kalsium akar kuat luka luar potong darah beku lem usus radang diare.,Lokal mukosa mulut gigi usus epitel luar darah.,Aman kumur telan rebusan daun kulit.,Aman.
1061,861,Kulit akar pohon moraceae gondang fig ficus striata panas demam tinggi anak hipotalamus keringat pori asidosis hidrasi.,Saponin flavonoid alkaloid antipiretik penurun suhu diuretik.,Antipiretik set point hipotalamus suhu tubuh turun demam panas asidosis cairan basa alkali darah hidrasi sel diuretik ginjal pelvis ureter bilas urin masif kencing kotor pasir luruh udem bengkak air turun.,Ekskresi urin keringat pori hepar ginjal darah usus.,Aman rebusan akar kulit.,Aman.
1062,862,Akar gantung pohon moraceae weeping fig variant preh ficus benjamina rambut botak rontok uban udem bengkak air sendi linu.,Saponin flavonoid triterpen akar gantung stimulasi folikel ginjal.,Stimulasi sirkulasi kapiler folikel rambut kulit kepala akar kuat rontok henti uban hitam subur diuretik natriuresis udem bengkak kaki cairan interstitium luruh ginjal peluruh sendi lutut linu anti inflamasi luar.,Topikal luar epitel rambut usus ginjal urin darah.,Aman tumbuk akar luar rebus minum dalam.,Aman.
1063,863,Daun pohon pencekik moraceae bulu fig ficus annulata luka borok bernanah abses bisul infeksi bakteri staphylococcus luar.,Tannin pekat saponin flavonoid antibakteri luka luar fibroblas.,Koagulasi protein jaringan kulit otot robek pendarahan darah nanah bisul abses tarik kotoran bakteri staphylococcus aureus mati lisis matang pecah jaringan granulasi kolagen hipertrofi sembuh.,Topikal luar epitel dermis kapiler darah epidermis luka.,Aman luar tumbuk daun tempel.,Aman luar.
1064,864,Akar gantung kulit pohon moraceae indian banyan ficus benghalensis diabetes gula kencing manis hiperglikemia pankreas beta sel.,Leucopelargonidin glikosida flavonoid anti diabetes insulin alam.,Inhibisi enzim alpha glukosidase usus karbohidrat lambat pecah glukosa darah masuk sel pankreas beta regenerasi insulin diabetes kencing manis turun hiperglikemia kolesterol ldl empedu ikat astringen usus diare.,Metabolisme pankreas usus hepar darah ginjal urin kolon.,Aman rebusan akar kulit awas gula drop pingsan.,Sinergis obat diabetes medis awas anjlok ganda.
1065,865,Daun bentuk jantung pohon moraceae sacred fig bodhi ficus religiosa jantung debar takikardi cemas panik stres ssp tidur lelap.,Serotonin like senyawa flavonoid saponin kalsium sedatif ssp.,Penenang ssp reseptor gaba amigdala rileks tidur lelap delta wave cemas panik ptsd stres kortisol takikardi jantung debar aritmia stabil otot polos rileks asma bronkodilator kalsium tulang sendi lansia.,Absorpsi ssp otak hepar ginjal jantung paru usus.,Aman teh daun rebus air.,Sinergis obat penenang tidur medis awas lemas.
1066,866,Daun pohon moraceae rumphius fig ancak ficus rumphii demam panas anak keringat pori hipotalamus asidosis cairan basa.,Flavonoid saponin alkaloid antipiretik diuretik ringan.,Antipiretik set point hipotalamus suhu tubuh turun demam panas asidosis cairan basa alkali darah hidrasi sel diuretik ginjal pelvis ureter bilas urin bening jernih sariawan usus radang borok lambung maag perih.,Ekskresi urin keringat pori hepar ginjal usus darah.,Aman teh rebusan daun.,Aman.
1067,867,Kulit daun pohon phyllanthaceae bishop wood gintungan bischofia javanica darah kotor nifas ibu melahirkan rahim bersih pewarna kain.,Tannin pekat flavonoid pewarna merah hemostatik rahim panggul.,Spasmolitik rahim miometrium peluruh darah nifas kotor sisa plasenta bersih panggul sirkulasi lancar hemostatik pendarahan haid menorrhagia keputihan pewarna merah kain disentri amuba darah mampet usus.,Metabolisme rahim panggul sirkulasi usus hepar darah ginjal.,Aman rebusan daun kulit dilarang ibu hamil rahim kontraksi.,Aman untuk selain hamil pasca lahir.
1068,868,Getah resin wangi styracaceae sumatra benzoin kemenyan sumatera styrax paralleloneurum depresi stres kortisol panik dupa uap asma dahak.,Asam sinamat asam benzoat vanillin atsiri wangi dupa sedatif.,Sedatif ssp amigdala gaba reseptor otak depresi stres kortisol panik cemas takikardi debar jantung relaksasi gelombang alfa tidur lelap ekspektoran asma bronkus dahak encer mukolitik antiseptik kulit jerawat nanah.,Inhalasi uap otak olfaktori ssp topikal kulit dermis paru.,Aman dupa bakar uap minyak atsiri teh awas ngantuk.,Aman.
1069,869,Biji keras dipterocarpaceae majau nut tengkawang majau shorea palembanica mentega hijau bibir pecah garing kulit kering luka potong.,Asam oleat stearat palmitat lemak nabati emolien oklusif hemostatik.,Emolien oklusif pelindung transepidermal water loss TEWL bibir pecah kering berdarah kulit eksim melembabkan awet muda hemostatik luka sayat potong robek darah beku lem kolagen fibroblas granulasi.,Topikal luar epitel bibir kulit epidermis dermis pencernaan usus.,Aman luar oles mentega dalam makan.,Aman.
1070,870,Kulit kayu keras dipterocarpaceae red meranti meranti merah shorea leprosula disentri amuba darah usus radang borok diare cair mampet.,Tannin pekat oligomeric proanthocyanidins OPC astringen.,Astringen presipitasi protein bakteri e coli shigella amuba disentri darah lendir diare cair mampet usus kolon sekum radang borok tukak maag lambung gaster pendarahan dalam hemostatik luka luar darah beku.,Lokal lumen usus lambung gaster epitel luar kulit darah.,Aman rebusan kulit kayu awas sembelit keras kering usus.,Aman.
1071,871,Kulit kayu keras dipterocarpaceae white meranti meranti putih shorea assamica batuk dahak paru asma bronkitis sariawan radang gusi mulut.,Tannin katekik saponin flavonoid mukolitik ekspektoran.,Ekspektoran mukolitik asma bronkus paru silia dorong dahak lendir kental encer batuk rejan pertusis astringen sariawan radang gusi bengkak berdarah stomatitis aftosa kumur luka luar hemostatik beku darah.,Absorpsi paru uap mukosa mulut gigi usus epitel luar ginjal.,Aman rebusan kulit kayu kumur telan.,Aman.
1072,872,Getah minyak dipterocarpaceae hairy leafed apitong keruing dipterocarpus alatus plester luka bernanah borok abses kaki infeksi bakteri.,Gurjunene seskuiterpen resin copaene antiseptik luka plester.,Antiseptik kuat koagulasi protein bakteri staphylococcus aureus luka borok kaki diabetes gangren nanah abses bisul matang pecah tarik kotoran keluar matriks plester penutup jaringan epitel luar hemostatik darah.,Topikal luar kulit luka terbuka dermis kapiler darah.,Aman luar oles getah minyak keruing dilarang minum oral iritasi lambung.,Aman luar.
1073,873,Kulit kayu dipterocarpaceae mersawa wood mersawa anisoptera costata sakit perut kolik melilit kram usus angin kembung mual muntah.,Tannin flavonoid minyak atsiri antispasmodik usus lambung.,Antispasmodik saraf enterik vagus otot usus kram lilit kolik lambung gas kembung sendawa usir mual muntah anti emetik sariawan radang usus diare mampet astringen demam panas asidosis keringat pori.,Lumen usus gaster hepar empedu urin ginjal ssp.,Aman rebusan kulit kayu jamu.,Aman.
1074,874,Getah kulit kayu keras dipterocarpaceae yellow balau bangkirai shorea laevis kutil mata ikan kapalan kurap kadas jamur kulit keratolitik.,Tannin resin getah keratolitik fungisidal astringen.,Keratolitik kutil mata ikan kapalan kulit mati lisis hancur lepas antibakteri jamur kadas panu kurap kutu air mati lisis hemostatik darah luka robek potong beku lem usus disentri diare mampet.,Topikal luar kulit stratum corneum lumen usus kolon.,Aman getah luar oles kutil kulit rebusan dalam.,Aman.
1075,875,Kulit kayu dipterocarpaceae resak vatica pauciflora pewarna merah diare mencret cair parah usus kram lilit disentri amuba darah.,Tannin galat pekat flavonoid pewarna merah alam astringen.,Astringen sangat kuat koagulasi cairan protein radang usus kolon disentri amuba diare cair kram kolik antispasmodik saraf enterik henti mencret hemostatik luka robek berdarah potong pewarna kain jala.,Lumen usus sekum kulit luar epitel darah hepar.,Aman rebusan kulit kayu awas sembelit usus kering jika over.,Aman.
1076,876,Kulit kayu fabaceae palembang merbau merbau darat intsia palembanica ginjal cuci urin batu kristal urat kencing kotor asidosis.,Tannin flavonoid kalium silika saponin diuretik pelarut.,Pelarut batu ginjal kalsium oksalat fosfat urat pelvis ureter lisis diuretik aquaretik urin kencing kotor pasir anyang anyangan sistitis bakteri luruh asidosis basa cairan tubuh udem kaki bengkak air turun.,Ekskresi ginjal urin masif ureter usus hepar.,Aman rebusan kulit kayu awas ginjal gagal parah nefritis dilarang.,Aman.
1077,877,Kulit daun kayu hitam ungu wangi fabaceae indian rosewood sonokeling dalbergia latifolia diare mencret amuba usus lilit kram astringen.,Tannin neoflavonoid dalbergin minyak atsiri wangi kayu.,Astringen usus kolon diare cair mencret disentri amuba darah lendir mampet presipitasi protein bakteri kram lilit kolik antispasmodik hidrasi mukosa oral wangi dupa aromaterapi anti inflamasi sendi tulang.,Lumen usus hepar darah ginjal uap paru epitel luar.,Aman rebusan kulit daun.,Aman.
1078,878,Getah merah darah daun kulit fabaceae amboyna wood sonokembang angsana pterocarpus indicus bisul nanah luka robek berdarah sariawan.,Kino tannin merah darah angsana flavonoid formononetin.,Hemostatik koagulasi protein darah luka robek sayat potong ngucur beku instan lem luka alam bisul nanah abses tarik kotoran bakteri mati sariawan kumur gusi berdarah usus diare mampet disentri amuba.,Topikal luar kulit dermis mukosa oral usus lambung.,Aman luar getah oles kumur rebusan minum dalam.,Aman.
1079,879,Kulit kayu lauraceae cassia bark kayu manis cina cinnamomum cassia diabetes kencing manis gula darah turun tajam lemak perut bakar.,Cinnamaldehyde KUMARIN TINGGI polifenol insulin mimetic termogenesis.,Meningkatkan sensitivitas reseptor insulin sel otot glukosa darah masuk diabetes tipe 2 turun drastis termogenesis bakar lemak adiposa kolesterol ldl trigliserida hancur sirkulasi darah kapiler vena lancar kembung usir.,Metabolisme hepar otot pankreas usus ginjal darah lemak.,AWAS KUMARIN TINGGI MERUSAK LIVER HEPATOTOKSIK jika dikonsumsi dosis besar setiap hari rutin jangka panjang.,Sinergis obat diabetes medis awas gula anjlok drop interaksi warfarin darah.
1080,880,Kulit kayu lauraceae true cinnamon kayu manis ceylon cinnamomum verum lambung maag gaster pelindung borok erosi diabetes aman hati liver.,Cinnamaldehyde eugenol KUMARIN SANGAT RENDAH AMAN polifenol.,Sama dengan cassia penurun gula darah diabetes kolesterol ldl namun SANGAT AMAN UNTUK LIVER HATI karena kumarin rendah gastroprotektor pelapis mukosa gaster borok erosi maag asam hcl netral kembung gas kolik usir.,Metabolisme hepar otot pankreas usus ginjal darah lambung.,SANGAT AMAN JANGKA PANJANG RUTIN HARIAN TANPA MERUSAK LIVER.,Aman sinergis obat diabetes.
1081,881,Kulit daun lauraceae wild cinnamon kayu lawang cinnamomum iners rematik linu sendi pegal otot rangka encok pinggang bawah lumbago.,Cinnamaldehyde eugenol linalool atsiri wangi cengkeh pala.,Anti inflamasi cox lox hambat radang sendi bengkak linu rematik urat gout asam urat kristal lisis analgesik ssp ringan pusing sefalgi kembung kolik perut gas usir mual muntah asma dahak bronkus.,Metabolisme hepar ginjal usus paru uap ssp otot sendi.,Aman rebusan kulit daun jamu bumbu.,Aman.
1082,882,Daun lauraceae trawas litsea odorifera kembung gas perut mual muntah kolik usus pusing pening sakit kepala sefalgi jamu wangi.,Litseine alkaloid minyak atsiri pinen kamfen wangi aromatik.,Antispasmodik saraf enterik vagus otot usus kram lilit kolik lambung gas kembung sendawa usir mual muntah anti emetik analgesik ssp ringan pusing sefalgi migrain asidosis asma bronkus dahak mukolitik.,Absorpsi lambung usus hepar ssp ginjal paru uap.,Aman teh rebusan daun jamu wangi.,Aman.
1083,883,Buah daun kulit lauraceae engkala medang litsea garciae alpukat kalimantan jantung koroner pembuluh arteri ldl kolesterol plak lisis.,Asam oleat linoleat lemak tak jenuh ganda mufa pufa antioksidan.,Kardioprotektif antioksidan ldl kolesterol plak aterosklerosis pembuluh arteri jantung koroner lisis hambat radikal bebas ros membran sel epitel kulit awet muda keriput usus laksatif lunak feses sembelit buang.,Absorpsi lipid kilomikron usus hepar darah sirkulasi jaringan.,Aman buah segar lemak sehat rebusan daun kulit.,Aman.
1084,884,Buah kuning tebal lauraceae butter avocado alpukat mentega persea americana var kolesterol jahat ldl turun hdl naik jantung koroner stroke.,Asam oleat tinggi (Omega 9) lemak tak jenuh tunggal lutein zeaxanthin vitamin e.,Pembersih plak kolesterol ldl trigliserida pembuluh nadi arteri jantung koroner stroke iskemik cegah hdl kolesterol baik naik lutein makula mata retina katarak radiasi sinar biru hp vitamin e kulit folikel rambut sehat.,Metabolisme kilomikron usus hepar darah sirkulasi epitel mata otak.,Aman buah segar jus lemak sehat AWAS KALORI TINGGI OBESITAS.,Aman.
